,d,k,l,t,level,Min,Moves,CPU Time
0,4,1,11,23,4,14,"[(15, 'yellow'), (12, 'blue'), (0, 'green'), (3, 'purple'), (13, 'yellow'), (4, 'blue'), (1, 'green'), (7, 'purple'), (15, 'yellow'), (9, 'green'), (11, 'yellow'), (13, 'green'), (9, 'yellow'), (1, 'yellow')]",7.9243268966674805
1,4,1,11,24,4,18,"[(3, 'yellow'), (12, 'blue'), (7, 'red'), (5, 'green'), (0, 'purple'), (4, 'blue'), (6, 'red'), (13, 'green'), (1, 'yellow'), (14, 'red'), (2, 'purple'), (15, 'red'), (10, 'purple'), (7, 'red'), (5, 'red'), (2, 'purple'), (6, 'purple'), (7, 'purple')]",7.2850470542907715
2,4,1,11,17,4,16,"[(9, 'purple'), (11, 'purple'), (3, 'yellow'), (6, 'green'), (1, 'yellow'), (9, 'blue'), (3, 'purple'), (14, 'green'), (7, 'purple'), (15, 'green'), (13, 'blue'), (12, 'blue'), (13, 'green'), (8, 'blue'), (0, 'blue'), (4, 'blue')]",5.419525146484375
3,4,1,11,28,4,20,"[(3, 'purple'), (15, 'yellow'), (9, 'blue'), (12, 'green'), (14, 'yellow'), (13, 'green'), (1, 'red'), (5, 'red'), (6, 'yellow'), (7, 'purple'), (11, 'blue'), (4, 'yellow'), (0, 'yellow'), (1, 'yellow'), (3, 'blue'), (15, 'green'), (2, 'blue'), (13, 'green'), (6, 'blue'), (4, 'blue')]",5.2600462436676025
4,4,1,11,21,4,14,"[(6, 'green'), (3, 'yellow'), (2, 'green'), (10, 'green'), (12, 'blue'), (8, 'green'), (0, 'purple'), (1, 'yellow'), (4, 'blue'), (2, 'purple'), (12, 'green'), (13, 'green'), (6, 'purple'), (7, 'purple')]",6.5267932415008545
5,4,1,11,22,4,12,"[(12, 'green'), (15, 'blue'), (13, 'green'), (3, 'yellow'), (9, 'purple'), (14, 'blue'), (1, 'yellow'), (12, 'blue'), (11, 'purple'), (4, 'blue'), (15, 'purple'), (7, 'purple')]",6.682382345199585
6,4,1,11,21,4,18,"[(15, 'blue'), (3, 'purple'), (11, 'purple'), (3, 'purple'), (14, 'blue'), (1, 'red'), (5, 'green'), (6, 'yellow'), (2, 'purple'), (12, 'blue'), (13, 'green'), (5, 'red'), (4, 'yellow'), (0, 'yellow'), (4, 'blue'), (1, 'yellow'), (6, 'purple'), (7, 'purple')]",7.885608196258545
7,4,1,11,21,4,14,"[(12, 'blue'), (3, 'purple'), (0, 'green'), (8, 'green'), (13, 'red'), (4, 'blue'), (2, 'purple'), (6, 'purple'), (5, 'red'), (3, 'yellow'), (7, 'purple'), (12, 'green'), (13, 'green'), (1, 'yellow')]",6.749147653579712
8,4,1,11,22,4,20,"[(15, 'blue'), (13, 'red'), (3, 'purple'), (11, 'purple'), (14, 'blue'), (5, 'yellow'), (15, 'blue'), (14, 'blue'), (1, 'yellow'), (6, 'blue'), (5, 'red'), (12, 'green'), (4, 'blue'), (10, 'purple'), (2, 'purple'), (13, 'green'), (9, 'yellow'), (1, 'yellow'), (3, 'purple'), (7, 'purple')]",7.416889905929565
9,4,1,11,23,4,20,"[(15, 'blue'), (0, 'green'), (14, 'blue'), (12, 'blue'), (2, 'green'), (4, 'blue'), (10, 'green'), (0, 'purple'), (3, 'yellow'), (1, 'purple'), (0, 'purple'), (1, 'yellow'), (2, 'purple'), (11, 'green'), (3, 'purple'), (2, 'purple'), (9, 'green'), (6, 'purple'), (7, 'purple'), (13, 'green')]",7.295528411865234
10,4,1,11,20,4,14,"[(3, 'purple'), (6, 'yellow'), (7, 'purple'), (9, 'blue'), (12, 'green'), (13, 'green'), (2, 'yellow'), (0, 'yellow'), (8, 'blue'), (12, 'green'), (1, 'yellow'), (0, 'blue'), (4, 'blue'), (13, 'green')]",6.927687406539917
11,4,1,11,14,4,12,"[(12, 'blue'), (14, 'blue'), (3, 'yellow'), (12, 'green'), (0, 'purple'), (1, 'yellow'), (6, 'blue'), (13, 'green'), (2, 'purple'), (3, 'purple'), (7, 'purple'), (4, 'blue')]",3.742265462875366
