,d,k,l,level,Min,Moves,CPU Time
0,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.046630144119262695
1,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.03426718711853027
2,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.03354191780090332
3,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.030178070068359375
4,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.028472185134887695
5,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.028447866439819336
6,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.051080942153930664
7,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.033661842346191406
8,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.038942813873291016
9,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.029611825942993164
10,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.028444290161132812
11,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.028481006622314453
12,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.029695987701416016
13,4,1,11,2,6,"[(12.0, 'green'), (15.0, 'purple'), (13.0, 'green'), (6.0, 'blue'), (7.0, 'purple'), (4.0, 'blue')]",0.028460025787353516
