,d,k,l,t,level,Min,Moves,CPU Time
0,4,2,11,26,4,17,"[(9, 'blue'), (0, 'purple'), (8, 'blue'), (12, 'green'), (13, 'green'), (12, 'blue'), (4, 'blue'), (1, 'purple'), (11, 'purple'), (10, 'purple'), (11, 'yellow'), (2, 'purple'), (9, 'yellow'), (1, 'yellow'), (6, 'purple'), (14, 'purple'), (7, 'purple')]",43.59138250350952
1,4,2,11,24,4,16,"[(9, 'purple'), (3, 'yellow'), (1, 'yellow'), (10, 'purple'), (8, 'green'), (15, 'purple'), (7, 'purple'), (15, 'purple'), (12, 'green'), (3, 'purple'), (15, 'blue'), (7, 'purple'), (9, 'blue'), (13, 'green'), (8, 'blue'), (4, 'blue')]",50.335551023483276
2,4,2,11,25,4,15,"[(14, 'green'), (9, 'blue'), (6, 'yellow'), (3, 'purple'), (7, 'purple'), (13, 'green'), (1, 'blue'), (14, 'yellow'), (0, 'blue'), (4, 'blue'), (8, 'yellow'), (14, 'blue'), (4, 'blue'), (9, 'yellow'), (1, 'yellow')]",52.99086236953735
3,4,2,11,22,4,13,"[(15, 'blue'), (12, 'green'), (13, 'green'), (3, 'purple'), (10, 'blue'), (14, 'yellow'), (7, 'purple'), (11, 'blue'), (1, 'blue'), (0, 'blue'), (2, 'yellow'), (4, 'blue'), (1, 'yellow')]",46.95523023605347
4,4,2,11,11,4,12,"[(6, 'yellow'), (8, 'green'), (12, 'blue'), (3, 'purple'), (0, 'yellow'), (6, 'blue'), (4, 'blue'), (13, 'green'), (6, 'blue'), (4, 'blue'), (1, 'yellow'), (7, 'purple')]",18.61496067047119
5,4,2,11,24,4,14,"[(12, 'blue'), (3, 'yellow'), (2, 'green'), (4, 'blue'), (9, 'purple'), (10, 'green'), (1, 'yellow'), (15, 'green'), (10, 'purple'), (2, 'purple'), (3, 'purple'), (13, 'green'), (15, 'purple'), (7, 'purple')]",49.816532611846924
6,4,2,11,23,4,14,"[(8, 'purple'), (3, 'yellow'), (14, 'blue'), (1, 'yellow'), (6, 'green'), (13, 'purple'), (15, 'purple'), (7, 'purple'), (12, 'blue'), (2, 'green'), (4, 'blue'), (10, 'green'), (11, 'green'), (13, 'green')]",48.12423610687256
7,4,2,11,21,4,11,"[(12, 'blue'), (3, 'yellow'), (2, 'green'), (4, 'blue'), (8, 'purple'), (1, 'yellow'), (10, 'green'), (11, 'green'), (13, 'green'), (11, 'purple'), (7, 'purple')]",43.21370792388916
8,4,2,11,17,4,9,"[(11, 'yellow'), (2, 'purple'), (1, 'yellow'), (7, 'purple'), (8, 'blue'), (14, 'green'), (12, 'blue'), (4, 'blue'), (13, 'green')]",27.561928510665894
9,4,2,11,20,4,17,"[(8, 'blue'), (12, 'green'), (0, 'purple'), (13, 'green'), (15, 'green'), (2, 'purple'), (4, 'blue'), (13, 'green'), (0, 'purple'), (11, 'yellow'), (15, 'yellow'), (2, 'purple'), (11, 'yellow'), (6, 'purple'), (9, 'yellow'), (7, 'purple'), (1, 'yellow')]",40.09290266036987
10,4,2,11,16,4,12,"[(15, 'yellow'), (6, 'green'), (8, 'blue'), (12, 'red'), (5, 'red'), (3, 'purple'), (14, 'green'), (4, 'blue'), (11, 'yellow'), (7, 'purple'), (13, 'green'), (1, 'yellow')]",33.990999937057495
11,4,2,11,25,4,10,"[(2, 'purple'), (15, 'yellow'), (7, 'purple'), (14, 'green'), (12, 'blue'), (4, 'blue'), (11, 'yellow'), (13, 'green'), (9, 'yellow'), (1, 'yellow')]",50.029900312423706
12,4,2,11,21,4,15,"[(2, 'purple'), (14, 'blue'), (12, 'green'), (11, 'yellow'), (9, 'green'), (7, 'red'), (5, 'red'), (4, 'blue'), (8, 'green'), (12, 'green'), (1, 'yellow'), (10, 'purple'), (13, 'green'), (2, 'purple'), (7, 'purple')]",41.84019470214844
13,4,2,11,22,4,12,"[(6, 'green'), (11, 'yellow'), (8, 'blue'), (9, 'yellow'), (4, 'blue'), (2, 'purple'), (1, 'yellow'), (14, 'green'), (12, 'green'), (13, 'green'), (14, 'purple'), (7, 'purple')]",43.00768995285034
14,4,2,11,23,4,20,"[(3, 'yellow'), (0, 'purple'), (9, 'purple'), (0, 'purple'), (10, 'purple'), (9, 'yellow'), (6, 'purple'), (7, 'purple'), (1, 'yellow'), (14, 'blue'), (2, 'green'), (8, 'green'), (4, 'blue'), (10, 'green'), (11, 'green'), (6, 'blue'), (13, 'green'), (3, 'purple'), (7, 'purple'), (4, 'blue')]",35.30596685409546
15,4,2,11,21,4,16,"[(3, 'purple'), (14, 'yellow'), (7, 'purple'), (0, 'green'), (15, 'purple'), (10, 'yellow'), (8, 'blue'), (12, 'blue'), (4, 'blue'), (9, 'green'), (2, 'yellow'), (6, 'purple'), (7, 'purple'), (11, 'green'), (1, 'yellow'), (13, 'green')]",45.84003663063049
