,d,k,l,t,level,Min,Moves,CPU Time
0,3,1,4,7,1,6,"[(0, 'purple'), (3, 'blue'), (4, 'green'), (1, 'purple'), (7, 'blue'), (6, 'blue')]",0.963421106338501
1,3,1,4,7,1,8,"[(0, 'purple'), (2, 'purple'), (3, 'blue'), (7, 'blue'), (4, 'green'), (3, 'purple'), (1, 'purple'), (6, 'blue')]",0.9684746265411377
2,3,1,4,7,1,8,"[(0, 'purple'), (3, 'blue'), (4, 'green'), (7, 'red'), (1, 'purple'), (2, 'blue'), (6, 'blue'), (5, 'red')]",1.006856918334961
3,3,1,4,6,1,8,"[(7, 'red'), (5, 'red'), (0, 'purple'), (3, 'blue'), (4, 'green'), (2, 'blue'), (1, 'purple'), (6, 'blue')]",0.8699326515197754
4,3,1,4,5,1,6,"[(0, 'purple'), (3, 'blue'), (1, 'purple'), (7, 'blue'), (4, 'green'), (6, 'blue')]",0.6885485649108887
5,3,1,4,7,1,6,"[(3, 'blue'), (0, 'purple'), (1, 'purple'), (2, 'blue'), (4, 'green'), (6, 'blue')]",0.983483076095581
6,3,1,4,5,1,6,"[(0, 'purple'), (3, 'blue'), (2, 'blue'), (4, 'green'), (6, 'blue'), (1, 'purple')]",0.674370527267456
7,3,1,4,7,1,6,"[(0, 'purple'), (3, 'blue'), (4, 'green'), (7, 'blue'), (1, 'purple'), (6, 'blue')]",0.9761300086975098
8,3,1,4,7,1,6,"[(0, 'purple'), (4, 'green'), (3, 'blue'), (2, 'blue'), (1, 'purple'), (6, 'blue')]",1.0130221843719482
9,3,1,4,5,1,6,"[(0, 'purple'), (3, 'blue'), (2, 'blue'), (4, 'green'), (1, 'purple'), (6, 'blue')]",0.8312480449676514
10,3,1,4,7,1,8,"[(0, 'purple'), (3, 'blue'), (1, 'purple'), (4, 'green'), (2, 'blue'), (6, 'green'), (4, 'green'), (6, 'blue')]",1.0328757762908936
11,3,1,4,7,1,6,"[(0, 'purple'), (3, 'blue'), (4, 'green'), (1, 'purple'), (2, 'blue'), (6, 'blue')]",0.9448127746582031
12,3,1,4,7,1,8,"[(0, 'purple'), (4, 'green'), (3, 'blue'), (1, 'purple'), (0, 'green'), (4, 'green'), (2, 'blue'), (6, 'blue')]",0.9281594753265381
13,3,1,4,4,1,6,"[(0, 'purple'), (3, 'blue'), (4, 'green'), (7, 'blue'), (1, 'purple'), (6, 'blue')]",0.5180454254150391
14,3,1,4,6,1,8,"[(0, 'purple'), (3, 'blue'), (7, 'red'), (1, 'purple'), (4, 'green'), (2, 'blue'), (6, 'blue'), (5, 'red')]",0.7816591262817383
15,3,1,4,5,1,8,"[(7, 'red'), (0, 'purple'), (3, 'blue'), (4, 'green'), (2, 'blue'), (1, 'purple'), (5, 'red'), (6, 'blue')]",0.7465004920959473
16,3,1,4,6,1,8,"[(3, 'blue'), (0, 'purple'), (4, 'red'), (5, 'red'), (1, 'purple'), (4, 'green'), (2, 'blue'), (6, 'blue')]",0.9716873168945312
17,3,1,4,3,1,6,"[(0, 'purple'), (3, 'blue'), (2, 'blue'), (4, 'green'), (6, 'blue'), (1, 'purple')]",0.6283571720123291
18,3,1,4,5,1,6,"[(3, 'blue'), (7, 'blue'), (0, 'purple'), (4, 'green'), (1, 'purple'), (6, 'blue')]",0.6888444423675537
19,3,1,4,6,1,6,"[(0, 'blue'), (2, 'blue'), (0, 'purple'), (4, 'green'), (6, 'blue'), (1, 'purple')]",1.1092512607574463
20,3,1,4,5,1,6,"[(3, 'blue'), (0, 'purple'), (4, 'green'), (1, 'purple'), (7, 'blue'), (6, 'blue')]",0.6480035781860352
21,3,1,4,7,1,8,"[(3, 'blue'), (0, 'purple'), (7, 'red'), (4, 'green'), (2, 'blue'), (1, 'purple'), (5, 'red'), (6, 'blue')]",0.938011884689331
22,3,1,4,6,1,8,"[(7, 'green'), (0, 'purple'), (3, 'blue'), (6, 'green'), (2, 'blue'), (4, 'green'), (1, 'purple'), (6, 'blue')]",0.8594741821289062
23,3,1,4,7,1,6,"[(0, 'purple'), (3, 'blue'), (1, 'purple'), (4, 'green'), (7, 'blue'), (6, 'blue')]",1.0361685752868652
24,3,1,4,8,1,6,"[(0, 'purple'), (4, 'green'), (3, 'blue'), (1, 'purple'), (2, 'blue'), (6, 'blue')]",1.073488473892212
25,3,1,4,6,1,6,"[(0, 'purple'), (3, 'blue'), (1, 'purple'), (4, 'green'), (7, 'blue'), (6, 'blue')]",0.7999508380889893
26,3,1,4,6,1,6,"[(0, 'purple'), (4, 'green'), (3, 'blue'), (1, 'purple'), (7, 'blue'), (6, 'blue')]",0.8025374412536621
27,3,1,4,6,1,8,"[(0, 'purple'), (3, 'blue'), (7, 'blue'), (1, 'purple'), (4, 'green'), (6, 'blue'), (7, 'red'), (5, 'red')]",0.9277000427246094
28,3,1,4,7,1,6,"[(0, 'purple'), (3, 'blue'), (7, 'blue'), (4, 'green'), (1, 'purple'), (6, 'blue')]",0.9766662120819092
29,3,1,4,6,1,8,"[(3, 'blue'), (0, 'purple'), (1, 'red'), (2, 'blue'), (4, 'green'), (5, 'red'), (1, 'purple'), (6, 'blue')]",0.7866771221160889
30,3,1,4,7,1,6,"[(0, 'purple'), (3, 'blue'), (4, 'green'), (1, 'purple'), (7, 'blue'), (6, 'blue')]",0.9447362422943115
31,3,1,4,5,1,6,"[(3, 'blue'), (0, 'purple'), (4, 'green'), (7, 'blue'), (6, 'blue'), (1, 'purple')]",0.7562425136566162
32,3,1,4,6,1,10,"[(0, 'purple'), (4, 'red'), (2, 'purple'), (5, 'red'), (0, 'blue'), (4, 'green'), (3, 'purple'), (2, 'blue'), (1, 'purple'), (6, 'blue')]",0.8282792568206787
33,3,1,4,6,1,10,"[(0, 'purple'), (4, 'green'), (3, 'blue'), (1, 'red'), (5, 'red'), (7, 'red'), (5, 'red'), (1, 'purple'), (7, 'blue'), (6, 'blue')]",0.8469982147216797
