,d,k,l,t,level,Min,Moves,CPU Time
0,5,1,26,19,0,10,"[(31, 'purple'), (28, 'green'), (19, 'blue'), (23, 'blue'), (30, 'purple'), (20, 'green'), (21, 'blue'), (29, 'blue'), (16, 'green'), (17, 'green')]",11.808848857879639
1,5,1,26,22,0,8,"[(28, 'purple'), (22, 'green'), (30, 'purple'), (21, 'blue'), (20, 'green'), (29, 'blue'), (21, 'green'), (17, 'green')]",13.041863441467285
2,5,1,26,26,0,16,"[(26, 'green'), (28, 'purple'), (30, 'purple'), (10, 'green'), (25, 'blue'), (11, 'green'), (27, 'green'), (12, 'yellow'), (19, 'green'), (29, 'blue'), (3, 'orange'), (27, 'green'), (19, 'green'), (4, 'yellow'), (1, 'orange'), (17, 'green')]",15.786360263824463
3,5,1,26,27,0,12,"[(14, 'green'), (25, 'blue'), (31, 'purple'), (10, 'green'), (30, 'purple'), (2, 'green'), (29, 'blue'), (10, 'green'), (2, 'green'), (18, 'green'), (16, 'green'), (17, 'green')]",11.955745220184326
4,5,1,26,28,0,12,"[(22, 'green'), (28, 'purple'), (30, 'purple'), (28, 'purple'), (21, 'blue'), (29, 'blue'), (30, 'purple'), (20, 'green'), (16, 'green'), (9, 'orange'), (17, 'green'), (1, 'orange')]",15.37438678741455
5,5,1,26,22,0,8,"[(31, 'green'), (25, 'blue'), (27, 'green'), (31, 'purple'), (29, 'blue'), (30, 'purple'), (25, 'green'), (17, 'green')]",8.647584438323975
6,5,1,26,18,0,12,"[(31, 'purple'), (16, 'red'), (28, 'green'), (30, 'purple'), (21, 'blue'), (20, 'blue'), (0, 'red'), (29, 'green'), (28, 'blue'), (25, 'green'), (29, 'blue'), (17, 'green')]",11.664616823196411
7,5,1,26,22,0,10,"[(21, 'blue'), (25, 'purple'), (29, 'blue'), (27, 'purple'), (31, 'green'), (23, 'green'), (19, 'green'), (31, 'purple'), (30, 'purple'), (17, 'green')]",10.476405620574951
8,5,1,26,21,0,10,"[(28, 'purple'), (20, 'yellow'), (22, 'green'), (4, 'yellow'), (30, 'purple'), (23, 'green'), (25, 'blue'), (19, 'green'), (29, 'blue'), (17, 'green')]",6.611597537994385
9,5,1,26,18,0,10,"[(26, 'green'), (25, 'blue'), (31, 'purple'), (24, 'blue'), (18, 'green'), (30, 'purple'), (25, 'blue'), (29, 'blue'), (19, 'green'), (17, 'green')]",10.411624908447266
10,5,1,26,26,0,18,"[(25, 'purple'), (21, 'blue'), (29, 'blue'), (26, 'green'), (24, 'purple'), (31, 'blue'), (9, 'orange'), (18, 'green'), (28, 'purple'), (12, 'yellow'), (30, 'purple'), (16, 'green'), (4, 'yellow'), (1, 'orange'), (17, 'green'), (29, 'blue'), (16, 'red'), (0, 'red')]",8.608572244644165
11,5,1,26,25,0,14,"[(21, 'blue'), (22, 'green'), (23, 'blue'), (31, 'purple'), (30, 'purple'), (31, 'blue'), (29, 'blue'), (28, 'blue'), (23, 'green'), (21, 'green'), (29, 'blue'), (5, 'orange'), (17, 'green'), (1, 'orange')]",13.67452883720398
12,5,1,26,20,0,8,"[(28, 'purple'), (22, 'green'), (25, 'blue'), (30, 'purple'), (29, 'blue'), (20, 'green'), (16, 'green'), (17, 'green')]",12.459036350250244
13,5,1,26,21,0,10,"[(26, 'green'), (31, 'purple'), (30, 'purple'), (22, 'purple'), (30, 'purple'), (25, 'blue'), (18, 'green'), (29, 'blue'), (16, 'green'), (17, 'green')]",11.7992525100708
14,5,1,26,11,0,8,"[(25, 'blue'), (28, 'green'), (20, 'green'), (28, 'purple'), (16, 'green'), (29, 'blue'), (17, 'green'), (30, 'purple')]",5.655599117279053
15,5,1,26,15,0,14,"[(21, 'blue'), (28, 'purple'), (17, 'orange'), (12, 'purple'), (28, 'purple'), (26, 'green'), (24, 'green'), (1, 'orange'), (30, 'purple'), (25, 'green'), (6, 'yellow'), (4, 'yellow'), (29, 'blue'), (17, 'green')]",8.517883777618408
16,5,1,26,26,0,10,"[(31, 'purple'), (22, 'green'), (30, 'purple'), (21, 'blue'), (29, 'blue'), (31, 'blue'), (23, 'green'), (29, 'blue'), (19, 'green'), (17, 'green')]",11.152324438095093
