,d,k,l,level,Min,Moves,CPU Time
0,4,3,11,1,9,"[(12.0, 'red'), (14.0, 'blue'), (10.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (13.0, 'green')]",35.040186166763306
1,4,3,11,1,9,"[(12.0, 'red'), (14.0, 'blue'), (10.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (13.0, 'green')]",36.47706484794617
2,4,3,11,1,9,"[(12.0, 'red'), (14.0, 'blue'), (10.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (13.0, 'green')]",34.104620695114136
3,4,3,11,1,9,"[(12.0, 'red'), (14.0, 'blue'), (10.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (13.0, 'green')]",35.00945782661438
4,4,3,11,1,9,"[(12.0, 'red'), (14.0, 'blue'), (10.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (13.0, 'green')]",36.35449409484863
5,4,3,11,1,9,"[(12.0, 'red'), (14.0, 'blue'), (10.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (13.0, 'green')]",34.517204999923706
6,4,3,11,1,9,"[(12.0, 'red'), (14.0, 'blue'), (10.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (13.0, 'green')]",35.16599440574646
7,4,3,11,1,9,"[(12.0, 'red'), (14.0, 'blue'), (10.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (13.0, 'green')]",37.06364703178406
8,4,3,11,1,9,"[(12.0, 'red'), (14.0, 'blue'), (10.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (13.0, 'green')]",34.252724170684814
9,4,3,11,1,9,"[(12.0, 'red'), (14.0, 'blue'), (10.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (13.0, 'green')]",35.358410120010376
