,d,k,l,level,Min,Moves,CPU Time
0,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.018166065216064453
1,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.018778085708618164
2,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.014618873596191406
3,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.015215873718261719
4,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.01826620101928711
5,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.024636030197143555
6,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.013759136199951172
7,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.01246786117553711
8,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012402057647705078
9,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.013527154922485352
10,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012514829635620117
11,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012385129928588867
12,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.013617277145385742
13,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.0124969482421875
14,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012387990951538086
15,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.01364588737487793
16,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.0242307186126709
17,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.019014835357666016
18,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.024328231811523438
19,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012516021728515625
20,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012521982192993164
21,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.020676851272583008
22,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.01674175262451172
23,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.015661954879760742
24,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.026732921600341797
25,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.03046393394470215
26,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.017541170120239258
27,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.022550106048583984
28,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.022047996520996094
29,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.01636505126953125
30,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012682914733886719
31,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012480974197387695
32,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.030328035354614258
33,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012632131576538086
34,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012480020523071289
35,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012423276901245117
36,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.019466876983642578
37,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012507200241088867
38,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012502670288085938
39,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012633085250854492
40,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012471914291381836
41,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012473106384277344
42,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.01901078224182129
43,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012450933456420898
44,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.01423501968383789
45,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.016051054000854492
46,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012796878814697266
47,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.01392507553100586
48,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.023355960845947266
49,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.014932870864868164
50,3,1,4,1,6,"[(0.0, 'purple'), (4.0, 'green'), (3.0, 'blue'), (1.0, 'purple'), (2.0, 'blue'), (6.0, 'blue')]",0.012541770935058594
