,ID,graph,fitness,moves,ring_positions
0,59413a32-0c59-452f-87b3-92968bf243cd,Graph with 8 nodes and 12 edges,1.0,"[(3, 'green'), (7, 'yellow'), (1, 'red'), (0, 'blue'), (4, 'yellow'), (2, 'green')]","[(4, 'yellow'), (2, 'green'), (0, 'blue'), (1, 'red')]"
1,bebaa7b6-18f2-4bd4-8f28-d2247586d704,Graph with 8 nodes and 12 edges,0.5,"[(3, 'green'), (7, 'yellow'), (1, 'red'), (0, 'blue'), (4, 'yellow'), (7, 'green')]","[(4, 'yellow'), (7, 'green'), (0, 'blue'), (1, 'red')]"
2,6d51f231-89fb-45a4-932c-6c7b79326d13,Graph with 8 nodes and 12 edges,0.5,"[(3, 'green'), (7, 'yellow'), (1, 'red'), (0, 'blue'), (4, 'yellow')]","[(4, 'yellow'), (3, 'green'), (0, 'blue'), (1, 'red')]"
3,e56bec4a-c54a-41f2-861d-7a5d1098c25c,Graph with 8 nodes and 12 edges,0.5,"[(3, 'green'), (7, 'yellow'), (1, 'red'), (0, 'blue'), (4, 'yellow')]","[(4, 'yellow'), (3, 'green'), (0, 'blue'), (1, 'red')]"
4,45b11c84-406d-4db1-ae6f-33e0dd33c01d,Graph with 8 nodes and 12 edges,0.5,"[(3, 'green'), (7, 'yellow'), (1, 'red'), (0, 'blue'), (4, 'yellow')]","[(4, 'yellow'), (3, 'green'), (0, 'blue'), (1, 'red')]"
5,505bd786-f662-4fe0-a92c-a493e134bfab,Graph with 8 nodes and 12 edges,0.5,"[(3, 'green'), (7, 'yellow'), (1, 'red'), (0, 'blue'), (4, 'yellow')]","[(4, 'yellow'), (3, 'green'), (0, 'blue'), (1, 'red')]"
6,99d7bcb6-c4c5-4036-b991-b5b79f01d428,Graph with 8 nodes and 12 edges,0.5,"[(3, 'green'), (7, 'yellow'), (1, 'red'), (0, 'blue'), (4, 'yellow')]","[(4, 'yellow'), (3, 'green'), (0, 'blue'), (1, 'red')]"
7,b25d2eca-1e13-4bce-928d-b89e551b9c84,Graph with 8 nodes and 12 edges,0.5,"[(3, 'green'), (7, 'yellow'), (1, 'red'), (0, 'blue'), (4, 'yellow')]","[(4, 'yellow'), (3, 'green'), (0, 'blue'), (1, 'red')]"
8,df3e8f6e-f5db-4a2a-af6c-a85d0af0c0af,Graph with 8 nodes and 12 edges,0.5,"[(3, 'green'), (7, 'yellow'), (1, 'red'), (0, 'blue'), (4, 'yellow')]","[(4, 'yellow'), (3, 'green'), (0, 'blue'), (1, 'red')]"
9,a9dddfbf-64bf-4150-a1ff-b3c80d209e23,Graph with 8 nodes and 12 edges,0.5,"[(3, 'green'), (7, 'yellow'), (1, 'red'), (0, 'blue'), (4, 'yellow')]","[(4, 'yellow'), (3, 'green'), (0, 'blue'), (1, 'red')]"
