,d,k,l,level,Min,Moves
0,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
1,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
2,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
3,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
4,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
5,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
6,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
7,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
8,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
9,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
10,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
11,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
12,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
13,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
14,4,1,11,2,8,"[(15.0, 'purple'), (6.0, 'blue'), (0.0, 'yellow'), (12.0, 'green'), (4.0, 'blue'), (13.0, 'green'), (7.0, 'purple'), (1.0, 'yellow')]"
