,d,k,l,level,Min,Moves,CPU Time
0,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",159.21624493598938
1,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",154.7867829799652
2,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",161.27792119979858
3,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",160.10790300369263
4,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",155.43050599098206
5,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",161.78113293647766
6,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",159.68718600273132
7,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",156.3649458885193
8,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",162.12698912620544
9,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",159.49835395812988
10,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",155.596538066864
11,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",161.0200481414795
12,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",159.91029977798462
13,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",154.4332139492035
14,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",161.81648111343384
15,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",159.232892036438
16,4,3,11,2,10,"[(12.0, 'green'), (14.0, 'blue'), (10.0, 'yellow'), (6.0, 'red'), (15.0, 'purple'), (13.0, 'green'), (5.0, 'red'), (1.0, 'yellow'), (4.0, 'blue'), (7.0, 'purple')]",154.36458706855774
