,d,k,l,t,level,Min,Moves,CPU Time
0,3,2,4,72,1,13,"[(3, 'blue'), (2, 'blue'), (3, 'red'), (1, 'purple'), (4, 'green'), (6, 'green'), (0, 'purple'), (4, 'green'), (5, 'red'), (7, 'blue'), (3, 'purple'), (1, 'purple'), (6, 'blue')]",24.099637031555176
1,3,2,4,77,1,13,"[(2, 'blue'), (3, 'red'), (1, 'purple'), (4, 'green'), (6, 'green'), (0, 'purple'), (4, 'green'), (1, 'red'), (5, 'red'), (6, 'blue'), (3, 'purple'), (0, 'purple'), (1, 'purple')]",59.69829201698303
2,3,2,4,28,1,11,"[(2, 'blue'), (3, 'red'), (0, 'purple'), (7, 'green'), (4, 'green'), (7, 'red'), (3, 'red'), (5, 'red'), (6, 'blue'), (3, 'purple'), (1, 'purple')]",5.116422891616821
3,3,2,4,16,1,13,"[(2, 'blue'), (1, 'red'), (5, 'red'), (3, 'red'), (0, 'purple'), (4, 'green'), (5, 'red'), (7, 'blue'), (3, 'purple'), (0, 'purple'), (3, 'blue'), (6, 'blue'), (1, 'purple')]",3.3683760166168213
4,3,2,4,54,1,8,"[(3, 'blue'), (2, 'blue'), (3, 'red'), (0, 'purple'), (4, 'green'), (5, 'red'), (6, 'blue'), (1, 'purple')]",43.0903205871582
5,3,2,4,46,1,11,"[(2, 'blue'), (3, 'red'), (1, 'purple'), (4, 'green'), (7, 'green'), (0, 'purple'), (4, 'green'), (5, 'red'), (7, 'blue'), (6, 'blue'), (1, 'purple')]",32.31752896308899
6,3,2,4,13,1,10,"[(2, 'blue'), (1, 'red'), (7, 'red'), (3, 'blue'), (0, 'purple'), (1, 'purple'), (0, 'green'), (5, 'red'), (4, 'green'), (6, 'blue')]",3.0802114009857178
7,3,2,4,13,1,9,"[(2, 'blue'), (7, 'red'), (3, 'blue'), (1, 'purple'), (4, 'green'), (0, 'green'), (5, 'red'), (4, 'green'), (6, 'blue')]",6.005458116531372
8,3,2,4,17,1,10,"[(7, 'green'), (3, 'blue'), (2, 'purple'), (1, 'red'), (0, 'purple'), (4, 'green'), (6, 'blue'), (3, 'red'), (5, 'red'), (1, 'purple')]",10.483437299728394
9,3,2,4,22,1,14,"[(3, 'blue'), (2, 'blue'), (7, 'red'), (3, 'blue'), (2, 'blue'), (0, 'purple'), (5, 'purple'), (0, 'purple'), (3, 'red'), (4, 'green'), (5, 'red'), (3, 'blue'), (6, 'blue'), (1, 'purple')]",16.205081939697266
10,3,2,4,53,1,14,"[(3, 'blue'), (2, 'blue'), (1, 'red'), (3, 'red'), (0, 'purple'), (1, 'red'), (4, 'green'), (6, 'blue'), (7, 'red'), (3, 'purple'), (1, 'purple'), (2, 'purple'), (5, 'red'), (1, 'purple')]",46.4032621383667
11,3,2,4,23,1,11,"[(2, 'green'), (6, 'green'), (2, 'blue'), (3, 'red'), (0, 'purple'), (4, 'green'), (5, 'red'), (3, 'blue'), (7, 'blue'), (1, 'purple'), (6, 'blue')]",8.61907434463501
12,3,2,4,20,1,10,"[(2, 'blue'), (1, 'red'), (7, 'red'), (1, 'purple'), (0, 'purple'), (1, 'red'), (4, 'green'), (6, 'blue'), (5, 'red'), (1, 'purple')]",9.897139310836792
13,3,2,4,17,1,10,"[(2, 'blue'), (3, 'red'), (1, 'red'), (3, 'red'), (0, 'purple'), (7, 'green'), (4, 'green'), (5, 'red'), (6, 'blue'), (1, 'purple')]",10.120481967926025
14,3,2,4,11,1,8,"[(2, 'blue'), (3, 'red'), (5, 'purple'), (0, 'purple'), (4, 'green'), (5, 'red'), (6, 'blue'), (1, 'purple')]",3.600468397140503
15,3,2,4,16,1,12,"[(2, 'blue'), (1, 'red'), (5, 'red'), (3, 'red'), (0, 'purple'), (1, 'red'), (7, 'green'), (4, 'green'), (6, 'blue'), (7, 'red'), (5, 'red'), (1, 'purple')]",4.823044776916504
16,3,2,4,18,1,8,"[(3, 'blue'), (2, 'blue'), (3, 'red'), (0, 'purple'), (4, 'green'), (5, 'red'), (6, 'blue'), (1, 'purple')]",7.9609880447387695
17,3,2,4,18,1,8,"[(2, 'blue'), (3, 'red'), (0, 'purple'), (4, 'green'), (7, 'red'), (5, 'red'), (6, 'blue'), (1, 'purple')]",8.223032712936401
18,3,2,4,19,1,15,"[(3, 'green'), (0, 'purple'), (6, 'purple'), (4, 'purple'), (6, 'green'), (3, 'blue'), (0, 'blue'), (7, 'red'), (3, 'blue'), (1, 'purple'), (4, 'green'), (2, 'green'), (5, 'red'), (4, 'green'), (6, 'blue')]",9.512946605682373
19,3,2,4,36,1,12,"[(3, 'blue'), (0, 'blue'), (3, 'blue'), (2, 'blue'), (7, 'red'), (3, 'blue'), (5, 'purple'), (2, 'green'), (1, 'purple'), (5, 'red'), (4, 'green'), (6, 'blue')]",27.71155047416687
20,3,2,4,71,1,13,"[(3, 'blue'), (2, 'blue'), (3, 'red'), (0, 'purple'), (5, 'red'), (1, 'red'), (4, 'green'), (6, 'blue'), (3, 'red'), (1, 'red'), (3, 'red'), (5, 'red'), (1, 'purple')]",59.70709943771362
21,3,2,4,22,1,10,"[(2, 'blue'), (7, 'red'), (3, 'blue'), (1, 'purple'), (4, 'green'), (0, 'green'), (5, 'red'), (4, 'green'), (2, 'blue'), (6, 'blue')]",8.35709547996521
22,3,2,4,13,1,10,"[(2, 'blue'), (7, 'red'), (0, 'purple'), (3, 'red'), (5, 'green'), (4, 'green'), (5, 'red'), (6, 'blue'), (2, 'purple'), (1, 'purple')]",8.872631311416626
23,3,2,4,24,1,10,"[(2, 'green'), (6, 'green'), (2, 'blue'), (7, 'red'), (0, 'purple'), (1, 'red'), (4, 'green'), (6, 'blue'), (5, 'red'), (1, 'purple')]",13.006446838378906
24,3,2,4,27,1,14,"[(3, 'blue'), (1, 'blue'), (2, 'blue'), (1, 'red'), (3, 'red'), (0, 'purple'), (1, 'red'), (7, 'green'), (4, 'green'), (6, 'blue'), (5, 'red'), (1, 'purple'), (3, 'blue'), (6, 'blue')]",18.08301281929016
25,3,2,4,19,1,9,"[(2, 'blue'), (7, 'red'), (3, 'blue'), (1, 'purple'), (0, 'green'), (5, 'red'), (2, 'green'), (4, 'green'), (6, 'blue')]",6.773381948471069
26,3,2,4,23,1,9,"[(0, 'blue'), (7, 'red'), (3, 'blue'), (1, 'purple'), (4, 'green'), (2, 'green'), (5, 'red'), (4, 'green'), (6, 'blue')]",19.462425708770752
27,3,2,4,80,1,12,"[(2, 'blue'), (1, 'red'), (3, 'red'), (1, 'purple'), (4, 'green'), (7, 'green'), (0, 'purple'), (4, 'green'), (5, 'red'), (6, 'blue'), (3, 'purple'), (1, 'purple')]",42.51544165611267
28,3,2,4,9,1,9,"[(3, 'blue'), (0, 'blue'), (7, 'red'), (3, 'blue'), (1, 'purple'), (2, 'green'), (5, 'red'), (4, 'green'), (6, 'blue')]",6.378482341766357
29,3,2,4,29,1,14,"[(2, 'blue'), (7, 'red'), (1, 'blue'), (0, 'blue'), (3, 'blue'), (5, 'purple'), (1, 'purple'), (4, 'green'), (0, 'green'), (4, 'green'), (2, 'green'), (5, 'red'), (4, 'green'), (6, 'blue')]",15.95689058303833
30,3,2,4,27,1,12,"[(3, 'blue'), (2, 'blue'), (7, 'red'), (3, 'red'), (0, 'purple'), (1, 'red'), (4, 'green'), (5, 'red'), (7, 'blue'), (3, 'purple'), (1, 'purple'), (6, 'blue')]",13.942389726638794
31,3,2,4,14,1,9,"[(3, 'blue'), (0, 'blue'), (7, 'red'), (3, 'blue'), (1, 'purple'), (0, 'green'), (5, 'red'), (4, 'green'), (6, 'blue')]",9.809508085250854
32,3,2,4,28,1,13,"[(3, 'green'), (6, 'green'), (0, 'blue'), (7, 'red'), (3, 'blue'), (5, 'purple'), (1, 'purple'), (4, 'green'), (0, 'green'), (5, 'red'), (6, 'green'), (4, 'green'), (6, 'blue')]",11.74277639389038
33,3,2,4,21,1,10,"[(2, 'blue'), (3, 'red'), (5, 'purple'), (0, 'purple'), (4, 'green'), (1, 'red'), (6, 'blue'), (3, 'red'), (5, 'red'), (1, 'purple')]",20.195640325546265
34,3,2,4,21,1,9,"[(2, 'blue'), (3, 'red'), (0, 'purple'), (1, 'red'), (4, 'green'), (5, 'red'), (3, 'blue'), (6, 'blue'), (1, 'purple')]",19.442721366882324
35,3,2,4,31,1,10,"[(2, 'green'), (6, 'green'), (2, 'blue'), (3, 'red'), (0, 'purple'), (4, 'green'), (7, 'red'), (5, 'red'), (6, 'blue'), (1, 'purple')]",32.39642906188965
36,3,2,4,37,1,12,"[(2, 'blue'), (3, 'red'), (1, 'purple'), (4, 'green'), (5, 'green'), (4, 'green'), (6, 'green'), (0, 'purple'), (4, 'green'), (5, 'red'), (6, 'blue'), (1, 'purple')]",16.178913354873657
37,3,2,4,22,1,11,"[(0, 'blue'), (1, 'blue'), (2, 'blue'), (3, 'red'), (0, 'purple'), (1, 'red'), (4, 'green'), (5, 'red'), (3, 'blue'), (6, 'blue'), (1, 'purple')]",13.79818868637085
38,3,2,4,14,1,12,"[(2, 'blue'), (3, 'red'), (0, 'purple'), (5, 'green'), (4, 'green'), (5, 'red'), (3, 'red'), (5, 'red'), (3, 'blue'), (2, 'blue'), (6, 'blue'), (1, 'purple')]",7.253295183181763
39,3,2,4,16,1,7,"[(2, 'blue'), (3, 'red'), (0, 'purple'), (4, 'green'), (5, 'red'), (6, 'blue'), (1, 'purple')]",14.147242307662964
