,d,k,l,level,Min,Moves
87,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
88,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
89,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
90,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
91,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
92,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
93,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
94,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
95,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
96,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
97,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
98,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
99,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
100,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
101,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
102,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
103,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
104,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
105,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
106,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
107,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
108,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
109,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
110,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
111,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
112,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
113,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
114,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
115,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
116,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
117,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
118,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
119,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
120,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
121,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
122,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
123,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
124,3,2,4,2,9,"[(7.0, 'purple'), (6.0, 'red'), (2.0, 'blue'), (0.0, 'green'), (1.0, 'purple'), (5.0, 'red'), (3.0, 'blue'), (4.0, 'green'), (6.0, 'blue')]"
