,d,k,l,t,level,Min,Moves,CPU Time
0,3,1,4,11,2,12,"[(0, 'red'), (4, 'green'), (2, 'purple'), (3, 'blue'), (1, 'red'), (0, 'purple'), (2, 'blue'), (5, 'red'), (3, 'blue'), (2, 'blue'), (6, 'blue'), (1, 'purple')]",1.5913431644439697
1,3,1,4,9,2,10,"[(0, 'blue'), (2, 'blue'), (0, 'red'), (4, 'green'), (7, 'purple'), (1, 'red'), (6, 'blue'), (5, 'red'), (3, 'purple'), (1, 'purple')]",1.4550018310546875
2,3,1,4,11,2,12,"[(7, 'green'), (5, 'red'), (2, 'purple'), (6, 'green'), (3, 'purple'), (4, 'green'), (0, 'blue'), (7, 'red'), (1, 'purple'), (5, 'red'), (2, 'blue'), (6, 'blue')]",1.921250820159912
3,3,1,4,10,2,12,"[(2, 'purple'), (7, 'green'), (3, 'purple'), (5, 'red'), (0, 'blue'), (6, 'green'), (1, 'purple'), (2, 'green'), (4, 'blue'), (6, 'blue'), (0, 'green'), (4, 'green')]",1.4583008289337158
4,3,1,4,12,2,16,"[(0, 'red'), (4, 'purple'), (3, 'blue'), (6, 'purple'), (1, 'red'), (7, 'purple'), (4, 'green'), (2, 'blue'), (5, 'red'), (3, 'purple'), (0, 'blue'), (1, 'purple'), (7, 'red'), (2, 'blue'), (6, 'blue'), (5, 'red')]",1.9127326011657715
5,3,1,4,9,2,14,"[(7, 'purple'), (6, 'red'), (3, 'purple'), (4, 'red'), (7, 'purple'), (0, 'blue'), (1, 'green'), (3, 'purple'), (5, 'red'), (4, 'blue'), (0, 'green'), (1, 'purple'), (6, 'blue'), (4, 'green')]",1.2488429546356201
6,3,1,4,13,2,12,"[(0, 'red'), (4, 'green'), (3, 'blue'), (1, 'red'), (7, 'blue'), (2, 'purple'), (3, 'red'), (6, 'blue'), (0, 'purple'), (1, 'red'), (5, 'red'), (1, 'purple')]",2.0220494270324707
7,3,1,4,12,2,14,"[(2, 'purple'), (3, 'purple'), (0, 'blue'), (7, 'green'), (5, 'red'), (1, 'purple'), (4, 'blue'), (6, 'green'), (0, 'blue'), (7, 'red'), (2, 'blue'), (4, 'green'), (6, 'blue'), (5, 'red')]",1.7342948913574219
8,3,1,4,8,2,10,"[(7, 'green'), (2, 'purple'), (5, 'red'), (3, 'blue'), (6, 'green'), (7, 'blue'), (4, 'green'), (0, 'purple'), (1, 'purple'), (6, 'blue')]",1.0547845363616943
9,3,1,4,10,2,10,"[(0, 'blue'), (7, 'purple'), (6, 'red'), (2, 'blue'), (3, 'purple'), (7, 'red'), (1, 'purple'), (4, 'green'), (5, 'red'), (6, 'blue')]",1.4182217121124268
10,3,1,4,10,2,10,"[(3, 'blue'), (7, 'green'), (5, 'red'), (2, 'purple'), (6, 'green'), (4, 'green'), (7, 'blue'), (0, 'purple'), (6, 'blue'), (1, 'purple')]",1.3701262474060059
11,3,1,4,8,2,14,"[(0, 'red'), (4, 'green'), (2, 'red'), (3, 'blue'), (7, 'purple'), (6, 'red'), (2, 'blue'), (0, 'green'), (3, 'purple'), (4, 'red'), (5, 'red'), (6, 'blue'), (4, 'green'), (1, 'purple')]",1.0464410781860352
12,3,1,4,8,2,10,"[(0, 'blue'), (7, 'green'), (5, 'red'), (4, 'purple'), (2, 'blue'), (6, 'green'), (0, 'purple'), (1, 'purple'), (4, 'green'), (6, 'blue')]",1.0700194835662842
13,3,1,4,9,2,10,"[(2, 'purple'), (3, 'purple'), (0, 'blue'), (7, 'green'), (5, 'red'), (2, 'blue'), (6, 'green'), (1, 'purple'), (4, 'green'), (6, 'blue')]",1.2147395610809326
14,3,1,4,12,2,10,"[(3, 'blue'), (2, 'purple'), (7, 'green'), (5, 'red'), (6, 'green'), (7, 'blue'), (0, 'purple'), (4, 'green'), (1, 'purple'), (6, 'blue')]",1.8137180805206299
15,3,1,4,9,2,10,"[(7, 'green'), (3, 'blue'), (5, 'red'), (2, 'purple'), (0, 'purple'), (6, 'green'), (7, 'blue'), (4, 'green'), (1, 'purple'), (6, 'blue')]",1.2741005420684814
16,3,1,4,10,2,10,"[(2, 'purple'), (0, 'blue'), (3, 'purple'), (2, 'blue'), (6, 'red'), (4, 'green'), (7, 'red'), (1, 'purple'), (6, 'blue'), (5, 'red')]",1.5339314937591553
17,3,1,4,9,2,14,"[(0, 'blue'), (1, 'blue'), (7, 'green'), (2, 'purple'), (0, 'blue'), (6, 'red'), (5, 'green'), (4, 'blue'), (7, 'red'), (6, 'blue'), (4, 'green'), (5, 'red'), (3, 'purple'), (1, 'purple')]",1.2019343376159668
18,3,1,4,9,2,14,"[(7, 'purple'), (3, 'purple'), (0, 'blue'), (2, 'purple'), (7, 'green'), (3, 'green'), (1, 'green'), (3, 'purple'), (5, 'red'), (2, 'blue'), (0, 'green'), (6, 'blue'), (1, 'purple'), (4, 'green')]",1.2461535930633545
19,3,1,4,11,2,12,"[(0, 'blue'), (1, 'green'), (5, 'red'), (4, 'blue'), (7, 'purple'), (0, 'green'), (6, 'blue'), (3, 'purple'), (4, 'green'), (1, 'purple'), (7, 'red'), (5, 'red')]",1.5187084674835205
20,3,1,4,9,2,12,"[(7, 'purple'), (3, 'purple'), (7, 'purple'), (0, 'blue'), (6, 'red'), (3, 'purple'), (2, 'blue'), (7, 'red'), (1, 'purple'), (4, 'green'), (6, 'blue'), (5, 'red')]",1.2072889804840088
21,3,1,4,10,2,12,"[(0, 'red'), (3, 'blue'), (1, 'red'), (2, 'purple'), (4, 'green'), (0, 'purple'), (2, 'purple'), (0, 'purple'), (5, 'red'), (2, 'blue'), (1, 'purple'), (6, 'blue')]",1.9800209999084473
