,d,k,l,level,Min,Moves,CPU Time
0,4,3,11,3,10,"[(0.0, 'purple'), (8.0, 'red'), (10.0, 'blue'), (11.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (4.0, 'blue'), (1.0, 'yellow'), (13.0, 'green')]",108.80388307571411
1,4,3,11,3,10,"[(0.0, 'purple'), (8.0, 'red'), (10.0, 'blue'), (11.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (4.0, 'blue'), (1.0, 'yellow'), (13.0, 'green')]",108.66652202606201
2,4,3,11,3,10,"[(0.0, 'purple'), (8.0, 'red'), (10.0, 'blue'), (11.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (4.0, 'blue'), (1.0, 'yellow'), (13.0, 'green')]",108.51736497879028
3,4,3,11,3,10,"[(0.0, 'purple'), (8.0, 'red'), (10.0, 'blue'), (11.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (4.0, 'blue'), (1.0, 'yellow'), (13.0, 'green')]",108.56453204154968
4,4,3,11,3,10,"[(0.0, 'purple'), (8.0, 'red'), (10.0, 'blue'), (11.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (4.0, 'blue'), (1.0, 'yellow'), (13.0, 'green')]",109.29308104515076
5,4,3,11,3,10,"[(0.0, 'purple'), (8.0, 'red'), (10.0, 'blue'), (11.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (4.0, 'blue'), (1.0, 'yellow'), (13.0, 'green')]",108.28659892082214
6,4,3,11,3,10,"[(0.0, 'purple'), (8.0, 'red'), (10.0, 'blue'), (11.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (4.0, 'blue'), (1.0, 'yellow'), (13.0, 'green')]",108.57325601577759
7,4,3,11,3,10,"[(0.0, 'purple'), (8.0, 'red'), (10.0, 'blue'), (11.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (4.0, 'blue'), (1.0, 'yellow'), (13.0, 'green')]",109.0931749343872
8,4,3,11,3,10,"[(0.0, 'purple'), (8.0, 'red'), (10.0, 'blue'), (11.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (4.0, 'blue'), (1.0, 'yellow'), (13.0, 'green')]",109.2777988910675
9,4,3,11,3,10,"[(0.0, 'purple'), (8.0, 'red'), (10.0, 'blue'), (11.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (4.0, 'blue'), (1.0, 'yellow'), (13.0, 'green')]",108.97355389595032
10,4,3,11,3,10,"[(0.0, 'purple'), (8.0, 'red'), (10.0, 'blue'), (11.0, 'yellow'), (15.0, 'green'), (7.0, 'purple'), (5.0, 'red'), (4.0, 'blue'), (1.0, 'yellow'), (13.0, 'green')]",109.16117978096008
