,d,k,l,level,Min,Moves,CPU Time
0,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.043264150619506836
1,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.0437319278717041
2,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.026005983352661133
3,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.03786492347717285
4,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.038017988204956055
5,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.03233218193054199
6,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.033712148666381836
7,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.03167414665222168
8,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.04176688194274902
9,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.0327601432800293
10,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.025799989700317383
11,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.025767087936401367
12,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.0401921272277832
13,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.02924203872680664
14,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.027904033660888672
15,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.02715277671813965
16,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.03555011749267578
17,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.03373003005981445
18,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.031148910522460938
19,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.025867938995361328
20,3,2,4,1,7,"[(2.0, 'blue'), (3.0, 'red'), (0.0, 'purple'), (4.0, 'green'), (5.0, 'red'), (6.0, 'blue'), (1.0, 'purple')]",0.028059959411621094
