,d,k,l,t,level,Min,Moves,CPU Time
0,4,2,11,22,3,16,"[(12, 'green'), (15, 'blue'), (9, 'purple'), (0, 'yellow'), (8, 'green'), (6, 'blue'), (1, 'yellow'), (4, 'red'), (5, 'red'), (11, 'purple'), (14, 'green'), (15, 'purple'), (4, 'blue'), (7, 'purple'), (15, 'green'), (13, 'green')]",12.847092628479004
1,4,2,11,21,3,14,"[(15, 'red'), (2, 'purple'), (1, 'yellow'), (9, 'yellow'), (3, 'yellow'), (13, 'green'), (4, 'blue'), (1, 'yellow'), (9, 'green'), (7, 'red'), (5, 'red'), (6, 'purple'), (7, 'purple'), (13, 'green')]",11.265733242034912
2,4,2,11,14,3,15,"[(0, 'purple'), (14, 'blue'), (10, 'purple'), (1, 'yellow'), (7, 'red'), (8, 'green'), (5, 'red'), (4, 'blue'), (3, 'purple'), (7, 'purple'), (12, 'green'), (2, 'yellow'), (13, 'green'), (0, 'yellow'), (1, 'yellow')]",7.09614896774292
3,4,2,11,13,3,12,"[(6, 'blue'), (12, 'green'), (2, 'purple'), (1, 'yellow'), (4, 'blue'), (11, 'yellow'), (5, 'red'), (7, 'purple'), (1, 'yellow'), (13, 'green'), (3, 'purple'), (7, 'purple')]",19.464664220809937
4,4,2,11,17,3,14,"[(2, 'blue'), (8, 'purple'), (1, 'yellow'), (11, 'yellow'), (7, 'green'), (12, 'purple'), (5, 'red'), (0, 'blue'), (1, 'yellow'), (4, 'blue'), (15, 'green'), (13, 'green'), (14, 'purple'), (7, 'purple')]",8.225690603256226
5,4,2,11,19,3,21,"[(6, 'blue'), (12, 'red'), (7, 'yellow'), (14, 'blue'), (5, 'purple'), (3, 'yellow'), (13, 'red'), (10, 'blue'), (12, 'green'), (14, 'blue'), (7, 'purple'), (10, 'yellow'), (2, 'yellow'), (5, 'red'), (1, 'yellow'), (8, 'green'), (15, 'purple'), (7, 'purple'), (6, 'blue'), (4, 'blue'), (13, 'green')]",14.318351030349731
6,4,2,11,14,3,12,"[(9, 'purple'), (6, 'blue'), (1, 'yellow'), (5, 'red'), (12, 'green'), (14, 'green'), (15, 'purple'), (10, 'green'), (8, 'green'), (4, 'blue'), (13, 'green'), (7, 'purple')]",24.79329752922058
7,4,2,11,17,3,11,"[(6, 'blue'), (12, 'green'), (9, 'purple'), (1, 'yellow'), (14, 'green'), (5, 'red'), (2, 'blue'), (4, 'blue'), (15, 'purple'), (7, 'purple'), (13, 'green')]",11.199012041091919
8,4,2,11,20,3,15,"[(2, 'purple'), (14, 'green'), (11, 'blue'), (1, 'yellow'), (8, 'blue'), (11, 'purple'), (6, 'green'), (7, 'green'), (5, 'red'), (14, 'green'), (0, 'blue'), (15, 'purple'), (4, 'blue'), (7, 'purple'), (13, 'green')]",15.10683012008667
9,4,2,11,24,3,12,"[(3, 'purple'), (14, 'blue'), (7, 'purple'), (12, 'red'), (6, 'green'), (1, 'yellow'), (0, 'green'), (5, 'red'), (10, 'green'), (4, 'blue'), (11, 'green'), (13, 'green')]",42.48850202560425
