,d,k,l,t,level,Min,Moves,CPU Time
0,4,2,11,31,1,20,"[(0, 'purple'), (8, 'red'), (13, 'green'), (12, 'red'), (4, 'red'), (3, 'blue'), (8, 'green'), (5, 'red'), (10, 'blue'), (13, 'green'), (8, 'blue'), (9, 'yellow'), (1, 'yellow'), (14, 'blue'), (10, 'blue'), (2, 'purple'), (7, 'purple'), (11, 'blue'), (2, 'blue'), (4, 'blue')]",31.493155479431152
1,4,2,11,23,1,13,"[(14, 'purple'), (2, 'blue'), (7, 'green'), (5, 'red'), (4, 'blue'), (15, 'green'), (10, 'purple'), (13, 'green'), (2, 'purple'), (9, 'green'), (12, 'green'), (13, 'green'), (7, 'purple')]",22.54630208015442
2,4,2,11,26,1,16,"[(3, 'blue'), (12, 'red'), (13, 'green'), (7, 'purple'), (2, 'blue'), (0, 'red'), (12, 'red'), (11, 'blue'), (2, 'blue'), (0, 'blue'), (11, 'green'), (5, 'red'), (3, 'purple'), (13, 'green'), (4, 'blue'), (7, 'purple')]",28.24676489830017
3,4,2,11,24,1,18,"[(0, 'purple'), (11, 'red'), (9, 'red'), (13, 'green'), (12, 'green'), (2, 'purple'), (13, 'red'), (4, 'blue'), (8, 'green'), (5, 'red'), (9, 'green'), (13, 'green'), (10, 'purple'), (9, 'green'), (8, 'green'), (13, 'green'), (6, 'purple'), (7, 'purple')]",25.394089937210083
4,4,2,11,19,1,15,"[(11, 'blue'), (15, 'blue'), (3, 'yellow'), (2, 'purple'), (1, 'yellow'), (7, 'green'), (5, 'red'), (10, 'blue'), (15, 'green'), (7, 'purple'), (3, 'purple'), (13, 'green'), (12, 'blue'), (7, 'purple'), (4, 'blue')]",13.45702314376831
5,4,2,11,22,1,14,"[(2, 'purple'), (15, 'red'), (3, 'yellow'), (12, 'green'), (4, 'blue'), (1, 'yellow'), (8, 'purple'), (6, 'red'), (15, 'red'), (5, 'red'), (11, 'purple'), (15, 'purple'), (13, 'green'), (7, 'purple')]",14.082487344741821
6,4,2,11,82,1,43,"[(9, 'red'), (2, 'blue'), (13, 'green'), (7, 'purple'), (14, 'blue'), (8, 'red'), (4, 'blue'), (12, 'blue'), (4, 'blue'), (14, 'red'), (2, 'red'), (11, 'red'), (15, 'red'), (9, 'yellow'), (1, 'yellow'), (11, 'red'), (2, 'red'), (10, 'red'), (8, 'blue'), (4, 'blue'), (2, 'red'), (11, 'red'), (14, 'red'), (0, 'yellow'), (3, 'yellow'), (2, 'yellow'), (10, 'red'), (1, 'yellow'), (8, 'red'), (14, 'red'), (9, 'green'), (13, 'red'), (3, 'purple'), (5, 'red'), (13, 'green'), (8, 'green'), (2, 'purple'), (10, 'green'), (7, 'purple'), (8, 'blue'), (15, 'green'), (13, 'green'), (4, 'blue')]",38.66620588302612
7,4,2,11,38,1,22,"[(11, 'yellow'), (12, 'purple'), (0, 'green'), (6, 'blue'), (9, 'red'), (13, 'purple'), (12, 'green'), (7, 'blue'), (8, 'green'), (15, 'purple'), (3, 'yellow'), (13, 'red'), (6, 'blue'), (10, 'purple'), (4, 'blue'), (5, 'red'), (1, 'yellow'), (13, 'green'), (9, 'purple'), (8, 'purple'), (2, 'purple'), (7, 'purple')]",20.472564220428467
8,4,2,11,17,1,18,"[(14, 'purple'), (6, 'purple'), (15, 'red'), (13, 'green'), (0, 'purple'), (4, 'blue'), (3, 'red'), (2, 'purple'), (0, 'yellow'), (5, 'red'), (10, 'purple'), (9, 'green'), (1, 'yellow'), (11, 'purple'), (15, 'purple'), (13, 'green'), (6, 'purple'), (7, 'purple')]",11.577914237976074
9,4,2,11,29,1,16,"[(15, 'blue'), (9, 'red'), (14, 'blue'), (15, 'green'), (8, 'red'), (9, 'red'), (2, 'blue'), (7, 'purple'), (4, 'blue'), (10, 'green'), (3, 'yellow'), (5, 'red'), (1, 'yellow'), (15, 'green'), (12, 'green'), (13, 'green')]",16.054556369781494
10,4,2,11,67,1,38,"[(2, 'purple'), (9, 'red'), (13, 'green'), (3, 'blue'), (11, 'blue'), (7, 'purple'), (14, 'blue'), (0, 'yellow'), (4, 'blue'), (2, 'yellow'), (1, 'yellow'), (11, 'red'), (10, 'red'), (6, 'blue'), (4, 'blue'), (14, 'red'), (12, 'red'), (10, 'red'), (11, 'red'), (15, 'red'), (10, 'red'), (9, 'green'), (13, 'green'), (11, 'green'), (8, 'red'), (15, 'green'), (6, 'blue'), (4, 'red'), (9, 'green'), (10, 'blue'), (5, 'red'), (13, 'green'), (11, 'blue'), (10, 'blue'), (11, 'yellow'), (0, 'blue'), (4, 'blue'), (1, 'yellow')]",77.97409248352051
11,4,2,11,28,1,14,"[(9, 'red'), (14, 'purple'), (12, 'green'), (11, 'purple'), (4, 'blue'), (13, 'green'), (7, 'purple'), (12, 'green'), (0, 'yellow'), (5, 'red'), (13, 'green'), (6, 'blue'), (1, 'yellow'), (4, 'blue')]",31.388030767440796
12,4,2,11,19,1,19,"[(3, 'blue'), (2, 'blue'), (0, 'purple'), (9, 'yellow'), (12, 'red'), (13, 'green'), (1, 'yellow'), (4, 'red'), (3, 'blue'), (10, 'purple'), (5, 'red'), (2, 'blue'), (7, 'blue'), (6, 'blue'), (15, 'purple'), (12, 'green'), (4, 'blue'), (13, 'green'), (7, 'purple')]",16.78155517578125
13,4,2,11,40,1,16,"[(11, 'blue'), (8, 'blue'), (12, 'red'), (13, 'green'), (7, 'purple'), (2, 'blue'), (0, 'blue'), (15, 'green'), (5, 'red'), (4, 'blue'), (3, 'yellow'), (1, 'yellow'), (2, 'purple'), (13, 'green'), (3, 'purple'), (7, 'purple')]",49.25162220001221
14,4,2,11,34,1,21,"[(0, 'purple'), (11, 'blue'), (12, 'red'), (6, 'purple'), (10, 'blue'), (13, 'green'), (7, 'purple'), (2, 'blue'), (6, 'blue'), (10, 'blue'), (0, 'red'), (6, 'blue'), (4, 'blue'), (8, 'red'), (10, 'red'), (6, 'red'), (3, 'purple'), (12, 'blue'), (5, 'red'), (7, 'purple'), (4, 'blue')]",36.145689964294434
