,d,k,l,level,Min,Moves,CPU Time
0,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.009621143341064453
1,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.003186941146850586
2,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.004920244216918945
3,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.006517887115478516
4,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0035467147827148438
5,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.003195047378540039
6,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.004296064376831055
7,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.003197193145751953
8,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.004404306411743164
9,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0040090084075927734
10,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0030410289764404297
11,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0044667720794677734
12,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0040361881256103516
13,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0030448436737060547
14,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.003132343292236328
15,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.003940105438232422
16,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0030651092529296875
17,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0031118392944335938
18,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.003895998001098633
19,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.003074169158935547
20,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.003075122833251953
21,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.006554126739501953
22,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0031938552856445312
23,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0031769275665283203
24,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.012727022171020508
25,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0035088062286376953
26,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0030629634857177734
27,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.004700899124145508
28,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.008634090423583984
29,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.005068063735961914
30,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0031218528747558594
31,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0030410289764404297
32,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.003004789352416992
33,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0031251907348632812
34,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0030508041381835938
35,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.002997159957885742
36,4,1,11,0,4,"[(12.0, 'green'), (4.0, 'blue'), (5.0, 'red'), (13.0, 'green')]",0.0031280517578125
